month,company,category,stage,amount_usd,acquirer,is_mna,source_url,source_system,record_id
2024-12-01,Company_9,infrastructure,A,13127835.51,,False,https://example.com/deal/9,seed_synth,2024-12-01_9
2024-12-01,Company_10,infrastructure,A,12237410.36,,False,https://example.com/deal/10,seed_synth,2024-12-01_10
2024-12-01,Company_11,infrastructure,C,2260066.64,,False,https://example.com/deal/11,seed_synth,2024-12-01_11
2024-12-01,Company_12,tool,C,5771908.9,,False,https://example.com/deal/12,seed_synth,2024-12-01_12
2024-12-01,Company_13,application,Private,11821044.48,,True,https://example.com/deal/13,seed_synth,2024-12-01_13
2024-12-01,Company_14,tool,B,21546383.19,,False,https://example.com/deal/14,seed_synth,2024-12-01_14
2024-12-01,Company_15,infrastructure,D,3324133.23,,True,https://example.com/deal/15,seed_synth,2024-12-01_15
2024-12-01,Company_16,application,B,976690.82,,False,https://example.com/deal/16,seed_synth,2024-12-01_16
2024-12-01,Company_17,application,Seed,6939240.84,,False,https://example.com/deal/17,seed_synth,2024-12-01_17
2024-12-01,Company_18,tool,A,1090885.04,,False,https://example.com/deal/18,seed_synth,2024-12-01_18
2024-12-01,Company_19,tool,A,1094518.87,,False,https://example.com/deal/19,seed_synth,2024-12-01_19
2024-12-01,Company_20,tool,B,14672643.63,,False,https://example.com/deal/20,seed_synth,2024-12-01_20
2024-12-01,Company_21,application,D,14508507.59,,False,https://example.com/deal/21,seed_synth,2024-12-01_21
2024-12-01,Company_22,infrastructure,Seed,5155697.18,,False,https://example.com/deal/22,seed_synth,2024-12-01_22
2024-12-01,Company_23,application,Private,7207582.97,,True,https://example.com/deal/23,seed_synth,2024-12-01_23
2024-12-01,Company_24,infrastructure,B,5667127.63,,False,https://example.com/deal/24,seed_synth,2024-12-01_24
2024-12-01,Company_25,application,D,201708.36,,False,https://example.com/deal/25,seed_synth,2024-12-01_25
2024-12-01,Company_26,infrastructure,A,663182.18,,False,https://example.com/deal/26,seed_synth,2024-12-01_26
2024-12-01,Company_27,infrastructure,B,6852587.58,,False,https://example.com/deal/27,seed_synth,2024-12-01_27
2024-12-01,Company_28,application,Private,9298549.11,,False,https://example.com/deal/28,seed_synth,2024-12-01_28
2024-12-01,Company_29,application,Private,2398794.97,,True,https://example.com/deal/29,seed_synth,2024-12-01_29
2024-12-01,Company_30,infrastructure,D,3295219.56,,False,https://example.com/deal/30,seed_synth,2024-12-01_30
2024-12-01,Company_31,infrastructure,A,10352568.72,,False,https://example.com/deal/31,seed_synth,2024-12-01_31
2024-12-01,Company_32,application,B,5737553.3,,False,https://example.com/deal/32,seed_synth,2024-12-01_32
2024-12-01,Company_33,infrastructure,A,9262369.63,,False,https://example.com/deal/33,seed_synth,2024-12-01_33
2024-12-01,Company_34,tool,D,719707.17,,False,https://example.com/deal/34,seed_synth,2024-12-01_34
2024-12-01,Company_0,application,Private,12832826.36,,False,https://example.com/deal/35,seed_synth,2024-12-01_35
2024-12-01,Company_1,application,B,10782988.74,,False,https://example.com/deal/36,seed_synth,2024-12-01_36
2024-12-01,Company_2,tool,Seed,16086273.82,,False,https://example.com/deal/37,seed_synth,2024-12-01_37
2024-12-01,Company_3,infrastructure,Private,11588162.19,,False,https://example.com/deal/38,seed_synth,2024-12-01_38
2024-12-01,Company_4,tool,A,5697794.71,,False,https://example.com/deal/39,seed_synth,2024-12-01_39
2024-12-01,Company_5,tool,Private,6225762.67,,True,https://example.com/deal/40,seed_synth,2024-12-01_40
2024-12-01,Company_6,tool,B,23221577.42,,True,https://example.com/deal/41,seed_synth,2024-12-01_41
2024-12-01,Company_7,tool,C,6947274.65,,False,https://example.com/deal/42,seed_synth,2024-12-01_42
2024-12-01,Company_8,application,C,4116245.29,,False,https://example.com/deal/43,seed_synth,2024-12-01_43
2024-12-01,Company_9,infrastructure,D,8983047.15,,True,https://example.com/deal/44,seed_synth,2024-12-01_44
2024-12-01,Company_10,tool,D,5702797.11,,False,https://example.com/deal/45,seed_synth,2024-12-01_45
2024-12-01,Company_11,application,Seed,13902529.45,,False,https://example.com/deal/46,seed_synth,2024-12-01_46
2024-12-01,Company_12,infrastructure,C,14433365.27,,True,https://example.com/deal/47,seed_synth,2024-12-01_47
2024-12-01,Company_13,infrastructure,B,10023426.9,,True,https://example.com/deal/48,seed_synth,2024-12-01_48
2024-12-01,Company_14,infrastructure,C,4990416.37,,False,https://example.com/deal/49,seed_synth,2024-12-01_49
2024-12-01,Company_15,tool,D,5245605.94,,True,https://example.com/deal/50,seed_synth,2024-12-01_50
2024-12-01,Company_16,tool,A,4783136.2,,False,https://example.com/deal/51,seed_synth,2024-12-01_51
2024-12-01,Company_17,infrastructure,Private,3036272.6,,False,https://example.com/deal/52,seed_synth,2024-12-01_52
2024-12-01,Company_18,application,B,1838661.57,,False,https://example.com/deal/53,seed_synth,2024-12-01_53
2024-12-01,Company_19,tool,A,262840.56,,False,https://example.com/deal/54,seed_synth,2024-12-01_54
2024-12-01,Company_20,tool,Seed,13297245.35,,False,https://example.com/deal/55,seed_synth,2024-12-01_55
2024-12-01,Company_21,tool,Private,1176230.23,,False,https://example.com/deal/56,seed_synth,2024-12-01_56
2024-12-01,Company_22,tool,B,4100262.83,,False,https://example.com/deal/57,seed_synth,2024-12-01_57
2024-12-01,Company_23,application,D,2137127.38,,False,https://example.com/deal/58,seed_synth,2024-12-01_58
2024-12-01,Company_24,tool,A,4890981.87,,False,https://example.com/deal/59,seed_synth,2024-12-01_59
2024-12-01,Company_25,application,A,16989810.1,,True,https://example.com/deal/60,seed_synth,2024-12-01_60
2024-12-01,Company_26,tool,A,10319011.96,,False,https://example.com/deal/61,seed_synth,2024-12-01_61
2024-12-01,Company_27,infrastructure,C,6636301.96,,False,https://example.com/deal/62,seed_synth,2024-12-01_62
2024-12-01,Company_28,tool,Seed,11526050.26,,False,https://example.com/deal/63,seed_synth,2024-12-01_63
2024-12-01,Company_29,application,A,7070104.56,,True,https://example.com/deal/64,seed_synth,2024-12-01_64
2024-12-01,Company_30,infrastructure,Seed,7716250.96,,False,https://example.com/deal/65,seed_synth,2024-12-01_65
2024-12-01,Company_31,application,Seed,1485102.47,,True,https://example.com/deal/66,seed_synth,2024-12-01_66
2024-12-01,Company_32,infrastructure,Seed,8311731.02,,False,https://example.com/deal/67,seed_synth,2024-12-01_67
2024-12-01,Company_33,infrastructure,C,13750777.72,,True,https://example.com/deal/68,seed_synth,2024-12-01_68
2024-12-01,Company_34,application,Seed,7764020.88,,False,https://example.com/deal/69,seed_synth,2024-12-01_69
2024-12-01,Company_0,infrastructure,D,2331272.38,,True,https://example.com/deal/70,seed_synth,2024-12-01_70
2024-12-01,Company_1,tool,C,1511102.15,,False,https://example.com/deal/71,seed_synth,2024-12-01_71
2024-12-01,Company_2,tool,B,2838157.13,,False,https://example.com/deal/72,seed_synth,2024-12-01_72
2024-12-01,Company_3,tool,A,8506611.37,,True,https://example.com/deal/73,seed_synth,2024-12-01_73
2024-12-01,Company_4,infrastructure,C,14634109.75,,False,https://example.com/deal/74,seed_synth,2024-12-01_74
2024-12-01,Company_5,tool,Private,1471786.49,,False,https://example.com/deal/75,seed_synth,2024-12-01_75
2024-12-01,Company_6,infrastructure,A,3540350.65,,False,https://example.com/deal/76,seed_synth,2024-12-01_76
2024-12-01,Company_7,application,A,10276567.33,,False,https://example.com/deal/77,seed_synth,2024-12-01_77
2024-12-01,Company_8,application,B,3155795.33,,True,https://example.com/deal/78,seed_synth,2024-12-01_78
2024-12-01,Company_9,application,C,11499832.39,,True,https://example.com/deal/79,seed_synth,2024-12-01_79
2024-12-01,Company_10,tool,Seed,3466912.21,,False,https://example.com/deal/80,seed_synth,2024-12-01_80
2024-12-01,Company_11,tool,Private,2171688.97,,False,https://example.com/deal/81,seed_synth,2024-12-01_81
2024-12-01,Company_12,application,D,727168.91,,False,https://example.com/deal/82,seed_synth,2024-12-01_82
2024-12-01,Company_13,application,B,19167216.72,,False,https://example.com/deal/83,seed_synth,2024-12-01_83
2024-12-01,Company_14,infrastructure,C,6078445.81,,False,https://example.com/deal/84,seed_synth,2024-12-01_84
2024-12-01,Company_15,application,Private,7813702.95,,False,https://example.com/deal/85,seed_synth,2024-12-01_85
2024-12-01,Company_16,application,B,8959770.54,,False,https://example.com/deal/86,seed_synth,2024-12-01_86
2024-12-01,Company_17,tool,Private,19449302.24,,False,https://example.com/deal/87,seed_synth,2024-12-01_87
2024-12-01,Company_18,tool,B,1766440.45,,True,https://example.com/deal/88,seed_synth,2024-12-01_88
2024-12-01,Company_19,infrastructure,Private,1928241.99,,True,https://example.com/deal/89,seed_synth,2024-12-01_89
2024-12-01,Company_20,tool,D,8254.06,,False,https://example.com/deal/90,seed_synth,2024-12-01_90
2024-12-01,Company_21,infrastructure,Private,12922269.26,,False,https://example.com/deal/91,seed_synth,2024-12-01_91
2024-12-01,Company_22,tool,A,2232106.73,,True,https://example.com/deal/92,seed_synth,2024-12-01_92
2024-12-01,Company_23,tool,D,5871220.08,,False,https://example.com/deal/93,seed_synth,2024-12-01_93
2024-12-01,Company_24,infrastructure,Private,16346743.27,,False,https://example.com/deal/94,seed_synth,2024-12-01_94
2024-12-01,Company_25,tool,C,11159760.61,,False,https://example.com/deal/95,seed_synth,2024-12-01_95
2024-12-01,Company_26,application,A,1545468.64,,False,https://example.com/deal/96,seed_synth,2024-12-01_96
2024-12-01,Company_27,infrastructure,C,1532456.35,,False,https://example.com/deal/97,seed_synth,2024-12-01_97
2024-12-01,Company_28,infrastructure,Seed,6287505.04,,False,https://example.com/deal/98,seed_synth,2024-12-01_98
2024-12-01,Company_29,infrastructure,Private,2136452.9,,True,https://example.com/deal/99,seed_synth,2024-12-01_99
2024-12-01,Company_30,infrastructure,B,16315034.98,,False,https://example.com/deal/100,seed_synth,2024-12-01_100
2024-12-01,Company_31,infrastructure,A,5589991.09,,False,https://example.com/deal/101,seed_synth,2024-12-01_101
2024-12-01,Company_32,infrastructure,D,2778965.78,,False,https://example.com/deal/102,seed_synth,2024-12-01_102
2024-12-01,Company_33,tool,D,5638059.73,,False,https://example.com/deal/103,seed_synth,2024-12-01_103
2024-12-01,Company_34,application,A,7814580.48,,False,https://example.com/deal/104,seed_synth,2024-12-01_104
2024-12-01,Company_0,tool,D,7437248.43,,False,https://example.com/deal/105,seed_synth,2024-12-01_105
2024-12-01,Company_1,tool,B,1269142.24,,True,https://example.com/deal/106,seed_synth,2024-12-01_106
2024-12-01,Company_2,application,D,7767959.72,,False,https://example.com/deal/107,seed_synth,2024-12-01_107
2024-12-01,Company_3,application,Seed,15743372.23,,True,https://example.com/deal/108,seed_synth,2024-12-01_108
2024-12-01,Company_4,infrastructure,C,7178065.84,,False,https://example.com/deal/109,seed_synth,2024-12-01_109
2024-12-01,Company_5,application,C,3402164.29,,False,https://example.com/deal/110,seed_synth,2024-12-01_110
2024-12-01,Company_6,tool,C,4354272.35,,False,https://example.com/deal/111,seed_synth,2024-12-01_111
2024-12-01,Company_7,infrastructure,A,3545397.11,,False,https://example.com/deal/112,seed_synth,2024-12-01_112
2024-12-01,Company_8,tool,Private,1740173.41,,False,https://example.com/deal/113,seed_synth,2024-12-01_113
2024-12-01,Company_9,tool,Seed,11636640.51,,True,https://example.com/deal/114,seed_synth,2024-12-01_114
2024-12-01,Company_10,infrastructure,D,9500049.84,,True,https://example.com/deal/115,seed_synth,2024-12-01_115
2024-12-01,Company_11,tool,C,6902359.78,,False,https://example.com/deal/116,seed_synth,2024-12-01_116
2024-12-01,Company_12,tool,D,2312242.64,,False,https://example.com/deal/117,seed_synth,2024-12-01_117
2024-12-01,Company_13,tool,Private,6576343.97,,False,https://example.com/deal/118,seed_synth,2024-12-01_118
2024-12-01,Company_14,tool,A,9403408.0,,False,https://example.com/deal/119,seed_synth,2024-12-01_119
2025-01-01,Company_0,tool,B,7973409.78,,True,https://example.com/deal/0,seed_synth,2025-01-01_0
2025-01-01,Company_1,tool,Seed,8402727.8,,False,https://example.com/deal/1,seed_synth,2025-01-01_1
2025-01-01,Company_2,application,C,57162.5,,True,https://example.com/deal/2,seed_synth,2025-01-01_2
2025-01-01,Company_3,tool,Seed,6233878.34,,False,https://example.com/deal/3,seed_synth,2025-01-01_3
2025-01-01,Company_4,infrastructure,Private,4451639.67,,False,https://example.com/deal/4,seed_synth,2025-01-01_4
2025-01-01,Company_5,application,Private,8905900.1,,False,https://example.com/deal/5,seed_synth,2025-01-01_5
2025-01-01,Company_6,infrastructure,D,7051854.84,,False,https://example.com/deal/6,seed_synth,2025-01-01_6
2025-01-01,Company_7,tool,D,5758378.04,,True,https://example.com/deal/7,seed_synth,2025-01-01_7
2025-01-01,Company_8,application,Seed,2140763.19,,False,https://example.com/deal/8,seed_synth,2025-01-01_8
2025-01-01,Company_9,infrastructure,B,4684329.18,,True,https://example.com/deal/9,seed_synth,2025-01-01_9
2025-01-01,Company_10,application,Seed,8550112.36,,False,https://example.com/deal/10,seed_synth,2025-01-01_10
2025-01-01,Company_11,tool,B,9413539.45,,False,https://example.com/deal/11,seed_synth,2025-01-01_11
2025-01-01,Company_12,infrastructure,Seed,8859313.36,,True,https://example.com/deal/12,seed_synth,2025-01-01_12
2025-01-01,Company_13,tool,Private,5364771.06,,False,https://example.com/deal/13,seed_synth,2025-01-01_13
2025-01-01,Company_14,application,Private,11314039.35,,False,https://example.com/deal/14,seed_synth,2025-01-01_14
2025-01-01,Company_15,infrastructure,C,10762720.03,,False,https://example.com/deal/15,seed_synth,2025-01-01_15
2025-01-01,Company_16,tool,Private,9458224.8,,False,https://example.com/deal/16,seed_synth,2025-01-01_16
2025-01-01,Company_17,application,Seed,10299875.55,,False,https://example.com/deal/17,seed_synth,2025-01-01_17
2025-01-01,Company_18,tool,D,4078133.56,,False,https://example.com/deal/18,seed_synth,2025-01-01_18
2025-01-01,Company_19,infrastructure,Private,11822349.99,,False,https://example.com/deal/19,seed_synth,2025-01-01_19
2025-01-01,Company_20,infrastructure,A,10583835.46,,True,https://example.com/deal/20,seed_synth,2025-01-01_20
2025-01-01,Company_21,infrastructure,D,1085921.47,,False,https://example.com/deal/21,seed_synth,2025-01-01_21
